Timestamp,FlowID
17:08:26453,-2110558338
17:08:26453,-763386571
17:08:26453,2035300307
17:08:26453,-1770581098
17:08:27237,-1258220951
17:08:27238,1149090553
17:08:27261,-1867883200
17:08:27302,1527023142
17:08:27305,180007374
17:08:27321,649862808
17:08:27323,1162531431
17:08:27324,803909721
17:08:27327,-83532030
17:08:27329,829115255
17:08:27330,-555041231
17:08:27336,-158031103
17:08:27341,2145643823
17:08:27344,1332046917
17:08:27345,-1630228653
17:08:27345,1652190395
17:08:27363,-34998969
17:08:27367,-209943902
17:08:27368,-1345359626
17:08:27369,-623466462
17:08:27371,-2089619961
17:08:27372,-979007959
17:08:27372,-1829139197
17:08:27373,749980526
17:08:27392,-304916436
17:08:27394,-578826630
17:08:27395,-2118059800
17:08:27399,-1521301750
17:08:27400,182198994
17:08:27401,1127234966
17:08:27401,-47257599
17:08:27401,-162180270
17:08:27401,179082679
17:08:27402,-380002670
17:08:27402,-1612507704
17:08:27403,-2047753040
17:08:27403,2029781928
17:08:27403,1233733095
17:08:27404,-801280723
17:08:27404,136336116
17:08:27405,1283401736
17:08:27405,96941848
17:08:27405,-86786293
17:08:27414,1953611
17:08:27415,-1900168426
17:08:27415,-94697785
17:08:27415,-207758152
17:08:27415,-916287338
17:08:27415,1377696121
17:08:27416,-289834705
17:08:27416,-766995978
17:08:27416,-1203363980
17:08:27416,427404752
17:08:27417,1873546917
17:08:27417,734652690
17:08:27417,-1859566815
17:08:27418,103927030
17:08:27422,-1333561216
17:08:27422,1008889411
17:08:27423,1052715494
17:08:27423,-1768350295
17:08:27423,-1731672878
17:08:27424,-1987955018
17:08:27425,1443670272
17:08:27426,1519827808
17:08:27429,1074473931
17:08:27429,497376767
17:08:27430,1976127163
17:08:27444,768982488
17:08:27444,989496644
17:08:27444,484059016
17:08:27445,410144023
17:08:27446,1203908782
17:08:27446,1372451731
17:08:27446,2051348264
17:08:27447,1920161614
17:08:27448,1812363688
17:08:27448,-624325705
17:08:27448,-1813957968
17:08:27449,-2016691593
17:08:27449,720448253
17:08:27449,-1599806905
17:08:27449,-1044323919
17:08:27451,-1835017857
17:08:27451,930571220
17:08:27451,-1276731
17:08:27451,-885552418
17:08:27451,906524013
17:08:27451,-1870415435
17:08:27451,-1303738077
17:08:27451,-657817833
17:08:27451,2019515773
17:08:27452,710697204
17:08:27453,-396807142
17:08:27453,1942352387
17:08:27453,902238805
17:08:27453,-1975012810
17:08:27453,-892859431
17:08:27454,-112406994
17:08:27454,2115484765
17:08:28238,596938289
17:08:28239,249396483
17:08:28261,-26388196
17:08:28303,-1092261601
17:08:28306,-378552303
17:08:28322,1040678756
17:08:28323,1732764484
17:08:28324,1104008552
17:08:28326,1946661516
17:08:28330,400183263
17:08:28331,-84756983
17:08:28336,-1417067737
17:08:28341,1093395912
17:08:28345,1495385100
17:08:28345,1464487870
17:08:28345,-798881007
17:08:28363,1578100178
17:08:28368,-1232333746
17:08:28368,1181220954
17:08:28369,-1450035808
17:08:28372,1927098221
17:08:28372,-2137677540
17:08:28373,-85203848
17:08:28373,61225961
17:08:28398,2082651120
17:08:28398,818292463
17:08:28398,-1583342315
17:08:28400,1499061133
17:08:28401,-1519760836
17:08:28401,1757031968
17:08:28401,-483344127
17:08:28401,800684808
17:08:28402,-912013870
17:08:28402,1045210510
17:08:28402,-248875602
17:08:28403,-270307512
17:08:28403,-1450548125
17:08:28403,-634212795
17:08:28404,649475525
17:08:28404,-75786370
17:08:28406,-1145689778
17:08:28406,1198722359
17:08:28406,604384865
17:08:28415,-1888705935
17:08:28416,1243038453
17:08:28416,-500676619
17:08:28416,2094590267
17:08:28416,-1299033447
17:08:28416,1503047257
17:08:28416,1247584736
17:08:28417,-127597615
17:08:28417,-914498704
17:08:28417,-1766660426
17:08:28417,-706805244
17:08:28417,1513387082
17:08:28417,1182080197
17:08:28419,1469212899
17:08:28423,-1980251330
17:08:28423,-344251122
17:08:28424,-572289046
17:08:28424,-1605640071
17:08:28424,467925649
17:08:28425,-832426847
17:08:28426,-1594641322
17:08:28427,1480799250
17:08:28430,1246342906
17:08:28430,530000260
17:08:28431,373519144
17:08:28444,-1142586818
17:08:28444,-1177997310
17:08:28444,-2016790358
17:08:28445,529271188
17:08:28446,125592131
17:08:28446,1067978319
17:08:28447,-190498597
17:08:28447,-1762739021
17:08:28448,-405615886
17:08:28448,-934352424
17:08:28448,1440515948
17:08:28449,946449823
17:08:28449,523266320
17:08:28457,-1385471667
17:08:28457,343402791
17:08:28457,-813146933
17:08:28458,-308635174
17:08:28458,-1766710616
17:08:28458,-792464935
17:08:28458,973692152
17:08:28458,68292298
17:08:28458,202202843
17:08:28458,-112876165
17:08:28458,-526692380
17:08:28458,-1337628495
17:08:28458,1104667476
17:08:28458,7794995
17:08:28458,-793463741
17:08:28458,-908843110
17:08:28458,182062953
17:08:28458,-2042360869
17:08:28458,-1422340744
17:08:29238,1711283999
17:08:29239,-1612651963
17:08:29262,-675469808
17:08:29304,1736448735
17:08:29306,1482881098
17:08:29322,-1033675618
17:08:29324,-52518425
17:08:29324,-953979997
17:08:29326,911617100
17:08:29330,489496681
17:08:29331,-1134418214
17:08:29337,-756752570
17:08:29342,-1933425748
17:08:29346,1044528106
17:08:29346,-159452853
17:08:29346,-623116455
17:08:29363,-485309159
17:08:29368,1163979009
17:08:29369,-1225381877
17:08:29370,1310828240
17:08:29372,-867250178
17:08:29373,256589469
17:08:29373,-1591744551
17:08:29374,1705021578
17:08:29402,1664030336
17:08:29402,697151691
17:08:29402,-280185943
17:08:29402,-1036411694
17:08:29403,-2019473896
17:08:29403,-937984578
17:08:29403,-2139534415
17:08:29403,-524428264
17:08:29403,-1485906520
17:08:29403,314505521
17:08:29403,-1069603564
17:08:29404,1670594189
17:08:29404,1618624156
17:08:29404,-498211010
17:08:29404,1519721558
17:08:29404,-656280882
17:08:29406,-2117622327
17:08:29406,-945900766
17:08:29406,1610671133
17:08:29415,1719961398
17:08:29416,-1224746874
17:08:29416,-547840468
17:08:29416,-1352064949
17:08:29417,-1755361419
17:08:29417,-55648828
17:08:29417,10233161
17:08:29418,-859532694
17:08:29418,-744816212
17:08:29418,285238578
17:08:29418,1600767607
17:08:29418,-2093693110
17:08:29418,1996483808
17:08:29419,-1499521007
17:08:29423,1329430005
17:08:29423,1831153150
17:08:29424,1084546811
17:08:29424,339344171
17:08:29424,-1943898092
17:08:29425,-1381216250
17:08:29426,-93549291
17:08:29427,128491691
17:08:29430,1934613771
17:08:29430,1751107081
17:08:29431,-700250050
17:08:29445,-1297200934
17:08:29445,-364715191
17:08:29445,-1151453529
17:08:29446,-789396462
17:08:29446,1791304973
17:08:29446,-1549509131
17:08:29447,-302951404
17:08:29447,160288080
17:08:29448,-2143293951
17:08:29448,751229400
17:08:29448,737596129
17:08:29449,118667705
17:08:29449,-66743261
17:08:29457,-850489585
17:08:29457,12322053
17:08:29457,1321803509
17:08:29458,1414819229
17:08:29458,1144173864
17:08:29459,-669379089
17:08:29459,269781745
17:08:29459,-946441700
17:08:29459,1659736910
17:08:29459,-1321758110
17:08:29459,-855350214
17:08:29459,-485097100
17:08:29459,1082546118
17:08:29459,-93333269
17:08:29459,-234086352
17:08:29459,-573552449
17:08:29459,-965898745
17:08:29459,-316463163
17:08:29459,-1036542598
17:08:30239,120257194
17:08:30240,-1694451738
17:08:30262,1315545051
17:08:30304,-1675883727
17:08:30306,-673170031
17:08:30323,-1125101849
17:08:30324,731803320
17:08:30325,180561663
17:08:30326,-1497427419
17:08:30330,-703899814
17:08:30331,-87246513
17:08:30337,-1885085521
17:08:30342,-1004857155
17:08:30346,1404409256
17:08:30346,-988608879
17:08:30346,1995373323
17:08:30364,607384364
17:08:30369,-1558527586
17:08:30370,327504963
17:08:30371,-2117043384
17:08:30372,1973880657
17:08:30373,1425639232
17:08:30374,79528201
17:08:30375,1993392588
17:08:30403,189600076
17:08:30403,-714633233
17:08:30403,1574635030
17:08:30403,1360725817
17:08:30404,1106373048
17:08:30404,-328049514
17:08:30404,-786355432
17:08:30404,-1558285736
17:08:30404,-971650756
17:08:30404,-1813304914
17:08:30404,19787854
17:08:30405,-345846481
17:08:30405,-1626758368
17:08:30405,1247725032
17:08:30405,852902561
17:08:30405,-541236258
17:08:30407,1093074081
17:08:30407,468254524
17:08:30407,2015437928
17:08:30415,1352469014
17:08:30416,1460931001
17:08:30417,-136352647
17:08:30417,824605807
17:08:30418,-1227546054
17:08:30418,-713891980
17:08:30418,-1679129772
17:08:30418,-1370427212
17:08:30419,-549646712
17:08:30419,574578603
17:08:30419,-326570530
17:08:30419,-451628452
17:08:30419,1182155041
17:08:30419,2009114018
17:08:30423,-294725125
17:08:30423,-243607732
17:08:30424,1870988854
17:08:30424,1613772919
17:08:30424,-1163248417
17:08:30426,-966712494
17:08:30426,-990993333
17:08:30427,-1045291760
17:08:30430,1290276413
17:08:30430,-509159569
17:08:30431,64466136
17:08:30445,-1741769679
17:08:30445,-250017493
17:08:30446,-1642827457
17:08:30446,-1248306859
17:08:30447,-1470822882
17:08:30447,-1654322087
17:08:30448,-996423513
17:08:30448,-1063523852
17:08:30449,1395823578
17:08:30449,340356624
17:08:30449,1605946545
17:08:30450,1708509914
17:08:30450,828115275
17:08:30458,-1905876117
17:08:30458,231181268
17:08:30458,1780008314
17:08:30459,-1338722103
17:08:30459,-46481859
17:08:30459,923034097
17:08:30459,524453264
17:08:30460,-1895394381
17:08:30460,-2007151429
17:08:30460,-515296515
17:08:30460,2088993081
17:08:30460,1422989007
17:08:30460,-437288415
17:08:30460,-1784401774
17:08:30460,996401112
17:08:30460,-1563346243
17:08:30460,1860721525
17:08:30460,1009114825
17:08:30460,-1822293578
17:08:31239,-902565427
17:08:31240,1910476017
17:08:31262,896816843
17:08:31305,-830742848
17:08:31307,-1899715250
17:08:31322,1471105435
17:08:31324,808985931
17:08:31325,-98799551
17:08:31327,-1178323837
17:08:31330,-361431137
17:08:31331,141071711
17:08:31337,-802007447
17:08:31342,-78809790
17:08:31346,-2118542326
17:08:31346,167913402
17:08:31347,843501960
17:08:31364,-1227584063
17:08:31370,-1243481891
17:08:31370,-2005181701
17:08:31371,445830119
17:08:31373,-2103323821
17:08:31373,-1258777588
17:08:31374,710549423
17:08:31375,1025190958
17:08:31403,1355368574
17:08:31404,-1616629428
17:08:31404,-73752364
17:08:31404,1398507116
17:08:31404,518734566
17:08:31404,734560969
17:08:31404,791595031
17:08:31404,1699391079
17:08:31405,-236157193
17:08:31405,256643914
17:08:31405,2069155797
17:08:31405,849399404
17:08:31405,955103742
17:08:31405,-1030422529
17:08:31406,-1373646988
17:08:31406,21546697
17:08:31407,1364355623
17:08:31408,255524
17:08:31408,1353067182
17:08:31416,-379974053
17:08:31416,-1800214925
17:08:31417,-1857085944
17:08:31417,868563235
17:08:31418,347464933
17:08:31418,-1820839689
17:08:31418,375718982
17:08:31419,-1668879320
17:08:31419,-2035372898
17:08:31419,1498632319
17:08:31419,221525462
17:08:31419,-2144663163
17:08:31419,-1886537062
17:08:31420,243425369
17:08:31424,2024127508
17:08:31424,1791122705
17:08:31424,-522193939
17:08:31424,1957362355
17:08:31425,1077246842
17:08:31426,-581892755
17:08:31426,1085667862
17:08:31430,308778164
17:08:31430,-781853469
17:08:31431,45508053
17:08:31432,-980242304
17:08:31446,412136498
17:08:31446,-643525638
17:08:31446,2047347611
17:08:31446,-1645697226
17:08:31448,515896203
17:08:31448,734713446
17:08:31448,784462068
17:08:31448,-1555974952
17:08:31449,-952119600
17:08:31449,469314819
17:08:31449,-167057776
17:08:31450,-1515864526
17:08:31450,-1023380846
17:08:31459,-1311779299
17:08:31459,1336614332
17:08:31459,1794872408
17:08:31459,-2047110552
17:08:31460,1996031073
17:08:31460,1154963343
17:08:31460,-2076014866
17:08:31461,-888513467
17:08:31461,-741411379
17:08:31461,-594697015
17:08:31461,1902902059
17:08:31461,101630775
17:08:31461,238199763
17:08:31461,722910340
17:08:31461,-1617713644
17:08:31461,1365335204
17:08:31461,-143665971
17:08:31461,-396143522
17:08:31461,-895181955
17:08:32240,653146862
17:08:32240,1464866935
17:08:32262,102494714
17:08:32305,2084689089
17:08:32307,144737178
17:08:32322,1512825749
17:08:32324,-186183598
17:08:32325,938650892
17:08:32327,-635711737
17:08:32330,-534857462
17:08:32332,1412878118
17:08:32337,644658775
17:08:32342,1660578543
17:08:32347,675286271
17:08:32347,294775220
17:08:32348,-354932736
17:08:32364,994358447
17:08:32370,5122464
17:08:32371,1672936671
17:08:32371,1402254471
17:08:32373,1526933769
17:08:32374,587732870
17:08:32374,671457761
17:08:32375,-1305672144
17:08:32404,639997291
17:08:32405,1778219239
17:08:32405,786779896
17:08:32405,-1957405155
17:08:32405,347818903
17:08:32405,-1385774273
17:08:32405,-1549596156
17:08:32406,133295086
17:08:32406,-1365289805
17:08:32406,785352276
17:08:32406,-2018115691
17:08:32406,1259023306
17:08:32406,-1317017819
17:08:32406,1715183098
17:08:32407,1712203998
17:08:32407,-527663302
17:08:32408,990365279
17:08:32408,541837120
17:08:32409,-343593372
17:08:32424,-1908019895
17:08:32424,-253993784
17:08:32425,258541146
17:08:32425,1573187011
17:08:32425,1400034675
17:08:32426,-489687262
17:08:32426,-1895844035
17:08:32426,55370048
17:08:32426,927596816
17:08:32426,-734797777
17:08:32426,-1647412923
17:08:32426,-1501411195
17:08:32426,-813655728
17:08:32426,-1600659104
17:08:32426,1830787440
17:08:32426,141412326
17:08:32426,29757273
17:08:32426,1067857981
17:08:32426,-1331662077
17:08:32427,1905101897
17:08:32427,308214924
17:08:32431,-1818067952
17:08:32431,-97081065
17:08:32432,-760221681
17:08:32432,-1697807555
17:08:32447,1950019240
17:08:32447,-230933202
17:08:32447,-2142437056
17:08:32447,-1122223862
17:08:32448,1804306763
17:08:32449,-1552839853
17:08:32449,-2119805288
17:08:32449,-1902844479
17:08:32449,-127590571
17:08:32450,-2042553703
17:08:32450,-1028047467
17:08:32450,1591233313
17:08:32450,-1869159517
17:08:32459,1446211899
17:08:32459,-1623935267
17:08:32459,-2070128429
17:08:32459,74176828
17:08:32460,-525939387
17:08:32460,-794078345
17:08:32460,-2127158969
17:08:32460,1190112760
17:08:32461,-1439311048
17:08:32461,-1942916163
17:08:32461,-170540975
17:08:32461,-1188358708
17:08:32461,-750603884
17:08:32461,392925999
17:08:32461,1424026996
17:08:32461,2075831329
17:08:32461,87748169
17:08:32461,-540235104
17:08:32461,1716299453
17:07:59363,-578389157
17:07:59384,603674577
17:07:59384,1978734242
17:07:59385,2063951031
17:07:59385,-1151040418
17:07:59386,-588699191
17:07:59386,548000335
17:07:59386,-300626532
17:07:59386,361844594
17:07:59386,1382020512
17:07:59386,-1091566575
17:07:59386,440749946
17:07:59387,1497211743
17:07:59387,-513721114
17:07:59387,-1516125160
17:07:59387,-1524510960
17:07:59387,1894288938
17:07:59387,-902469010
17:07:59387,-1428023781
17:07:59388,-1633922737
17:07:59394,-1679695801
17:07:59394,1572454417
17:07:59394,-945911332
17:07:59394,-674890424
17:07:59397,1232376797
17:07:59397,-31348031
17:07:59398,454059479
17:07:59398,359359760
17:07:59399,1348599706
17:07:59400,-221214292
17:07:59400,-1857303873
17:07:59400,-1561716397
17:07:59401,1791904315
17:07:59401,-330052555
17:07:59402,-466210780
17:07:59410,-257579711
17:07:59412,-1644687854
17:07:59412,183679885
17:07:59413,481327636
17:07:59415,1843819021
17:07:59417,701324779
17:07:59417,-305626283
17:07:59417,-1831558579
17:07:59417,-977024876
17:07:59417,-1730073556
17:07:59417,993570967
17:07:59418,1131933285
17:07:59433,1871926463
17:07:59433,-1914895746
17:07:59433,729410648
17:07:59433,1001507113
17:07:59433,-778138986
17:07:59433,-1765634618
17:07:59433,-400613346
17:07:59434,1265200609
17:07:59434,1566069310
17:07:59434,161525214
17:07:59434,1215553100
17:07:59434,224755804
17:07:59439,-1776420134
17:07:59439,876938028
17:07:59440,497940448
17:07:59440,-304017569
17:07:59440,-1840874503
17:07:59441,590174558
17:07:59441,1242597458
17:07:59441,-2024289472
17:07:59441,-2090063304
17:07:59441,-1868457447
17:07:59441,-1419907715
17:07:59442,-1088368372
17:07:59443,-706912227
17:07:59443,-1135279364
17:07:59443,-1526647694
17:07:59443,1668949814
17:07:59443,-884240440
17:07:59443,331002250
17:08:00220,-381200180
17:08:00226,-1746930566
17:08:00248,-134177904
17:08:00290,-1700161044
17:08:00294,-1211368367
17:08:00312,1974648179
17:08:00314,-1453214053
17:08:00315,796864516
17:08:00316,739550154
17:08:00316,-1888430772
17:08:00325,1246061432
17:08:00329,-1104580546
17:08:00330,-341568758
17:08:00330,1219613335
17:08:00331,1187807113
17:08:00331,-470756622
17:08:00343,-1786846984
17:08:00359,-1705713910
17:08:00360,-1655471022
17:08:00360,-607844238
17:08:00360,-1057292837
17:08:00363,-1992141461
17:08:00363,-681097959
17:08:00364,-2053686145
17:08:00384,890529768
17:08:00384,-754582964
17:08:00385,-1813462087
17:08:00385,-1337710824
17:08:00386,1639189779
17:08:00387,-1256025076
17:08:00387,892654762
17:08:00387,-274565277
17:08:00387,1097945717
17:08:00387,-866445821
17:08:00387,-1850324561
17:08:00387,-1849526074
17:08:00388,1739621110
17:08:00388,346354448
17:08:00388,-1816612889
17:08:00388,-1664018691
17:08:00388,-1539770996
17:08:00388,-2013905327
17:08:00388,845347828
17:08:00395,-729688254
17:08:00395,-2094185028
17:08:00395,1071456381
17:08:00395,2027629932
17:08:00397,-2111289758
17:08:00397,-2122467694
17:08:00398,2052770747
17:08:00398,-1550229985
17:08:00399,125071596
17:08:00400,1333059811
17:08:00400,1575810967
17:08:00400,-1343516106
17:08:00401,1977888354
17:08:00401,1800045476
17:08:00402,1224870639
17:08:00411,1825269061
17:08:00412,1158395178
17:08:00412,-1945671023
17:08:00413,-128946869
17:08:00415,666579081
17:08:00416,-72248285
17:08:00417,402186304
17:08:00417,-1813489530
17:08:00417,-1016180083
17:08:00417,201143281
17:08:00417,868070876
17:08:00418,1553009112
17:08:00433,-941480691
17:08:00433,-1026283928
17:08:00434,-1907930522
17:08:00434,616027276
17:08:00434,1112076043
17:08:00434,-1806316943
17:08:00434,-741557986
17:08:00434,-333689405
17:08:00434,-410966085
17:08:00434,2034642557
17:08:00434,-214622263
17:08:00434,1953266459
17:08:00439,1326054230
17:08:00440,906501266
17:08:00440,1726943058
17:08:00440,-305951636
17:08:00441,798243120
17:08:00441,-298638753
17:08:00441,-673377394
17:08:00442,1570993484
17:08:00442,-1976056669
17:08:00442,-1389352715
17:08:00442,-1654011263
17:08:00442,-307960988
17:08:00443,1388690174
17:08:00443,1615093556
17:08:00443,-1222502716
17:08:00443,2080469333
17:08:00444,1227670993
17:08:00444,1338440975
17:08:01220,1466933080
17:08:01226,-382377732
17:08:01249,2020837584
17:08:01290,-1249238598
17:08:01295,-220525577
17:08:01313,131289697
17:08:01315,-1503716842
17:08:01315,1095276267
17:08:01316,-1202173514
17:08:01317,-164514975
17:08:01326,-1396058038
17:08:01329,-2105946603
17:08:01330,1530327154
17:08:01330,923854157
17:08:01331,-219433876
17:08:01331,-1368123472
17:08:01344,1685211737
17:08:01359,-1356920882
17:08:01360,-1683736811
17:08:01361,-2012707817
17:08:01361,1619682544
17:08:01362,2019843474
17:08:01363,1576475028
17:08:01364,1193181233
17:08:01384,-694737541
17:08:01384,1815845713
17:08:01385,184339983
17:08:01385,2010718036
17:08:01386,1489474301
17:08:01387,826058522
17:08:01387,1472591022
17:08:01387,347679340
17:08:01387,-1949157744
17:08:01387,-1719135563
17:08:01387,-1378376713
17:08:01387,-1316980984
17:08:01388,764482873
17:08:01389,-1094475527
17:08:01389,-1907258684
17:08:01389,-835921786
17:08:01389,1911885586
17:08:01389,-409477709
17:08:01389,-1823957911
17:08:01395,1491109284
17:08:01395,-1022741147
17:08:01395,1470655781
17:08:01395,5619078
17:08:01397,-1637147209
17:08:01398,257003021
17:08:01398,985813567
17:08:01399,2127722555
17:08:01399,-1470214881
17:08:01400,-1266861515
17:08:01400,2012691286
17:08:01401,-2139508146
17:08:01401,-1286031657
17:08:01402,-1697927893
17:08:01402,1270315269
17:08:01411,1273953293
17:08:01413,-1571441177
17:08:01413,-1331859607
17:08:01413,1057383289
17:08:01416,1421183937
17:08:01416,-2041592173
17:08:01417,-1432289764
17:08:01417,-2126948084
17:08:01417,-313286092
17:08:01417,-1120721398
17:08:01418,-1428803043
17:08:01419,-1282006350
17:08:01433,1578094308
17:08:01433,-541229214
17:08:01433,-1186691586
17:08:01434,940140442
17:08:01434,-2017456767
17:08:01434,1642180619
17:08:01435,1982996703
17:08:01435,-812871770
17:08:01435,808702550
17:08:01435,-1777034738
17:08:01435,-2113555048
17:08:01435,1421679377
17:08:01439,-486213455
17:08:01440,876912933
17:08:01441,1183716354
17:08:01441,698968942
17:08:01442,-1332211229
17:08:01442,-685786886
17:08:01442,-1089193128
17:08:01442,276948462
17:08:01442,1580484632
17:08:01442,-23632162
17:08:01442,-1588574524
17:08:01443,-1971481769
17:08:01443,-577220264
17:08:01444,-1823585157
17:08:01444,-1899393860
17:08:01444,-654868524
17:08:01444,-315551382
17:08:01444,2114577680
17:08:02220,-225007141
17:08:02226,-389667868
17:08:02249,411719424
17:08:02291,-186142067
17:08:02295,1783270795
17:08:02313,426256258
17:08:02315,1944077917
17:08:02316,107862964
17:08:02316,-803743984
17:08:02317,412940855
17:08:02326,-1357256068
17:08:02330,182522732
17:08:02330,1068367950
17:08:02331,673483549
17:08:02331,1231022114
17:08:02332,-1017166708
17:08:02345,-1398277101
17:08:02359,1561058552
17:08:02361,-1385988680
17:08:02361,229766562
17:08:02361,13038211
17:08:02362,-1315354219
17:08:02363,-2006660244
17:08:02364,-2140746013
17:08:02384,-594093710
17:08:02384,-1978561461
17:08:02386,1954272309
17:08:02386,-258479311
17:08:02387,-388729085
17:08:02387,-731503157
17:08:02387,-505119000
17:08:02388,-1988174562
17:08:02388,932358680
17:08:02388,-45094596
17:08:02388,-1543966831
17:08:02388,2080314508
17:08:02390,-1956874787
17:08:02390,703165951
17:08:02390,1758010375
